Song,Album,Lyric,Previous Lyric,Next Lyric
Girl at Home,Red (Deluxe Edition),And it would be a fine proposition,And take for granted what you have,If I was a stupid girl
Girl at Home,Red (Deluxe Edition),If I was a stupid girl,And it would be a fine proposition,"And, yeah, I might go with it"
Girl at Home,Red (Deluxe Edition),"And, yeah, I might go with it",If I was a stupid girl,If I hadn't once been just like her
Girl at Home,Red (Deluxe Edition),If I hadn't once been just like her,"And, yeah, I might go with it",
Girl at Home,Red (Deluxe Edition),"So don't look at me, you got a girl at home",If I hadn't once been just like her,"And everybody knows that, everybody knows that, ah-ah"
Girl at Home,Red (Deluxe Edition),"And everybody knows that, everybody knows that","Don't look at me, you got a girl at home","Oh-oh-oh, oh-oh-oh"
Girl at Home,Red (Deluxe Edition),"Oh-oh-oh, oh-oh-oh","And everybody knows that, everybody knows that","Oh-oh-oh, oh-oh-oh"
Girl at Home,Red (Deluxe Edition),"Oh-oh-oh, oh-oh-oh","Oh-oh-oh, oh-oh-oh",
Girl at Home,Red (Deluxe Edition),"Call a cab, lose my number","Oh-oh-oh, oh-oh-oh",You're about to lose your girl
Girl at Home,Red (Deluxe Edition),You're about to lose your girl,"Call a cab, lose my number","Call a cab, lose my number"
Girl at Home,Red (Deluxe Edition),"Call a cab, lose my number",You're about to lose your girl,Let's consider this lesson learned
Girl at Home,Red (Deluxe Edition),Let's consider this lesson learned,"Call a cab, lose my number",
Girl at Home,Red (Deluxe Edition),"Don't look at me, you got a girl at home",Let's consider this lesson learned,"And everybody knows that, everybody knows that, ah-ah"
Girl at Home,Red (Deluxe Edition),"And everybody knows that, everybody knows that","Don't look at me, you got a girl at home",Want to see you pick up your phone
Girl at Home,Red (Deluxe Edition),Want to see you pick up your phone,"And everybody knows that, everybody knows that",And tell her you're coming home
Girl at Home,Red (Deluxe Edition),And tell her you're coming home,Want to see you pick up your phone,"Don't look at me, you got a girl at home"
Girl at Home,Red (Deluxe Edition),"Don't look at me, you got a girl at home",And tell her you're coming home,"And everybody knows that, everybody knows that"
Girl at Home,Red (Deluxe Edition),"Don't look at me, you got a girl at home","And everybody knows that, everybody knows that","And everybody knows that, everybody knows that"
Girl at Home,Red (Deluxe Edition),"And everybody knows that, everybody knows that","Don't look at me, you got a girl at home",It would be a fine proposition
Girl at Home,Red (Deluxe Edition),It would be a fine proposition,"And everybody knows that, everybody knows that",If I hadn't once been just like her
Girl at Home,Red (Deluxe Edition),If I hadn't once been just like her,It would be a fine proposition,
Holy Ground,Red (Deluxe Edition),I was reminiscing just the other day,,"While having coffee all alone, and Lord, it took me away"
Holy Ground,Red (Deluxe Edition),"While having coffee all alone, and Lord, it took me away",I was reminiscing just the other day,Back to a first-glance feeling on New York time
Holy Ground,Red (Deluxe Edition),Back to a first-glance feeling on New York time,"While having coffee all alone, and Lord, it took me away",Back when you fit in my poems like a perfect rhyme
Holy Ground,Red (Deluxe Edition),Back when you fit in my poems like a perfect rhyme,Back to a first-glance feeling on New York time,"Took off faster than a green light, go"
Holy Ground,Red (Deluxe Edition),"Took off faster than a green light, go",Back when you fit in my poems like a perfect rhyme,"Hey, you skip the conversation when you already know"
Holy Ground,Red (Deluxe Edition),"Hey, you skip the conversation when you already know","Took off faster than a green light, go",I left a note on the door with a joke we'd made
Holy Ground,Red (Deluxe Edition),I left a note on the door with a joke we'd made,"Hey, you skip the conversation when you already know",And that was the first day
Holy Ground,Red (Deluxe Edition),And that was the first day,I left a note on the door with a joke we'd made,
Holy Ground,Red (Deluxe Edition),"And darling, it was good",And that was the first day,Never looking down
Holy Ground,Red (Deluxe Edition),Never looking down,"And darling, it was good",And right there where we stood
Holy Ground,Red (Deluxe Edition),And right there where we stood,Never looking down,Was holy ground
Holy Ground,Red (Deluxe Edition),Was holy ground,And right there where we stood,
Holy Ground,Red (Deluxe Edition),Spinning like a girl in a brand new dress,Was holy ground,We had this big wide city all to ourselves
Holy Ground,Red (Deluxe Edition),We had this big wide city all to ourselves,Spinning like a girl in a brand new dress,"We blocked the noise with the sound of, ""I need you"""
Holy Ground,Red (Deluxe Edition),"We blocked the noise with the sound of, ""I need you""",We had this big wide city all to ourselves,"And for the first time, I had something to lose"
Holy Ground,Red (Deluxe Edition),"And for the first time, I had something to lose","We blocked the noise with the sound of, ""I need you""",And I guess we fell apart in the usual way
Holy Ground,Red (Deluxe Edition),And I guess we fell apart in the usual way,"And for the first time, I had something to lose",And the story's got dust on every page
Holy Ground,Red (Deluxe Edition),And the story's got dust on every page,And I guess we fell apart in the usual way,"But sometimes, I wonder how you think about it now"
Holy Ground,Red (Deluxe Edition),"But sometimes, I wonder how you think about it now",And the story's got dust on every page,And I see your face in every crowd
Holy Ground,Red (Deluxe Edition),And I see your face in every crowd,"But sometimes, I wonder how you think about it now",
Holy Ground,Red (Deluxe Edition),"'Cause darling, it was good",And I see your face in every crowd,Never looking down
Holy Ground,Red (Deluxe Edition),Never looking down,"'Cause darling, it was good",And right there where we stood
Holy Ground,Red (Deluxe Edition),"Tonight, I'm gonna dance",Was holy ground,For all that we've been through
Holy Ground,Red (Deluxe Edition),For all that we've been through,"Tonight, I'm gonna dance",But I don't wanna dance
Holy Ground,Red (Deluxe Edition),But I don't wanna dance,For all that we've been through,If I'm not dancing with you
Holy Ground,Red (Deluxe Edition),If I'm not dancing with you,But I don't wanna dance,"Tonight, I'm gonna dance"
Holy Ground,Red (Deluxe Edition),"Tonight, I'm gonna dance",If I'm not dancing with you,Like you were in this room
Holy Ground,Red (Deluxe Edition),Like you were in this room,"Tonight, I'm gonna dance",But I don't wanna dance
Holy Ground,Red (Deluxe Edition),But I don't wanna dance,Like you were in this room,If I'm not dancing with you
Holy Ground,Red (Deluxe Edition),If I'm not dancing with you,But I don't wanna dance,
Holy Ground,Red (Deluxe Edition),It was good,If I'm not dancing with you,Never looking down
Holy Ground,Red (Deluxe Edition),Never looking down,It was good,And right there where we stood
Holy Ground,Red (Deluxe Edition),If I'm not dancing with you,But I don't wanna dance,
I Almost Do,Red (Deluxe Edition),"I bet this time of night, you're still up",,I bet you're tired from a long hard week
I Almost Do,Red (Deluxe Edition),I bet you're tired from a long hard week,"I bet this time of night, you're still up",I bet you're sitting in your chair by the window
I Almost Do,Red (Deluxe Edition),I bet you're sitting in your chair by the window,I bet you're tired from a long hard week,Looking out at the city
I Almost Do,Red (Deluxe Edition),Looking out at the city,I bet you're sitting in your chair by the window,And I bet sometimes you wonder about me
I Almost Do,Red (Deluxe Edition),And I bet sometimes you wonder about me,Looking out at the city,
I Almost Do,Red (Deluxe Edition),And I just want to tell you,And I bet sometimes you wonder about me,It takes everything in me not to call you
I Almost Do,Red (Deluxe Edition),It takes everything in me not to call you,And I just want to tell you,And I wish I could run to you
I Almost Do,Red (Deluxe Edition),And I wish I could run to you,It takes everything in me not to call you,And I hope you know that
I Almost Do,Red (Deluxe Edition),And I hope you know that,And I wish I could run to you,Every time I don't
I Almost Do,Red (Deluxe Edition),Every time I don't,And I hope you know that,"I almost do, I almost do"
I Almost Do,Red (Deluxe Edition),"I almost do, I almost do",Every time I don't,
I Almost Do,Red (Deluxe Edition),I bet you think I either moved on or hate you,"I almost do, I almost do","'Cause each time you reach out, there's no reply"
I Almost Do,Red (Deluxe Edition),"'Cause each time you reach out, there's no reply",I bet you think I either moved on or hate you,"I bet it never, ever occurred to you"
I Almost Do,Red (Deluxe Edition),"I bet it never, ever occurred to you","'Cause each time you reach out, there's no reply",That I can't say hello to you
I Almost Do,Red (Deluxe Edition),That I can't say hello to you,"I bet it never, ever occurred to you",And risk another goodbye
I Almost Do,Red (Deluxe Edition),And risk another goodbye,That I can't say hello to you,
I Almost Do,Red (Deluxe Edition),And I just want to tell you,And risk another goodbye,It takes everything in me not to call you
I Almost Do,Red (Deluxe Edition),"Oh, we made quite a mess, babe","I almost do, I almost do",It's probably better off this way
I Almost Do,Red (Deluxe Edition),It's probably better off this way,"Oh, we made quite a mess, babe","And I confess, babe"
I Almost Do,Red (Deluxe Edition),"And I confess, babe",It's probably better off this way,"In my dreams, you're touching my face"
I Almost Do,Red (Deluxe Edition),"In my dreams, you're touching my face","And I confess, babe",And asking me if I want to try again with you
I Almost Do,Red (Deluxe Edition),And asking me if I want to try again with you,"In my dreams, you're touching my face",And I almost do
